 EMILI Output File
 ------------------------------------
 Input Line List: zone-MYSO-emi.in
 Input Matched List: zone-MYSO-emi.match
 Results List: zone-MYSO-emi.out
 Short Results List: zone-MYSO-emi.dat
 Abundance Table: abun.dat
 Electron Temp:  10000.
 Electron Density:    100.
 Inst. Resolution:    100.

 ICF Values: Bin/%
 ix 1:    9.99999978E-03
 ix 2:   0.987000048    
 ix 3:    1.00000005E-03
 ix 4:    1.00000005E-03
 ix 5:    1.00000005E-03

 Velocity Structure: Bin/Vel(km/s)
 irvcor 1:    171.206421    
 irvcor 2:    160.233536    
 irvcor 3:    159.780563    
 irvcor 4:    160.551498    
 irvcor 5:    160.551498    

Observed Line:  4609.12  6.9E-04  S/N:     9.56 FWHM:  30.2
   4606.67 |    4607.030 [Fe III]   1746940929     38  4.1E-01 -23.7 3/0 5A
   7143.84 |    7146.000$ Si I       939952158      5  2.3E-05 -90.5 0/0 7 
   7143.85 |    7146.160  Ni II     1880722750      6  3.0E-06 -96.8 2/0 * 
   7143.84 |    7146.230  Fe III    1747205331    262  1.3E-06-100.4 7/0 * 
   7143.85 |    7146.300 [V  III]   1545628690     37  3.8E-06-102.6 3/0 * 
   7143.85 |    7146.343  Fe II]    1745959984     23  6.2E-04-104.4 4/0 8 
   7143.85 | >  7147.690  Fe II     1746243820      6  2.4E-04-161.0 3/0 0<

Observed Line:  7158.88  2.8E-03  S/N:    15.29 FWHM:  41.7
+  7155.06 |    7155.160 [Fe II]    1745896454     38  3.7E-01  -4.3 3/1 2A 7452.540  -3.2
   7155.07 | >  7156.701  O  I       537033763    263  4.6E-04 -68.4 0/0 0<

Observed Line:  7174.14  2.9E-04  S/N:     3.72 FWHM:  48.0
   7170.31 |    7172.000 [Fe II]    1745897479     38  3.5E-01 -70.7 4/0 7A
   7170.32 | >  7172.800 [Mn III]   1679837190     53  2.8E-04-103.7 3/0 0<

Observed Line:  7182.27  3.3E-04  S/N:     3.77 FWHM:  18.0
   7178.43 |    7177.523  He II      135401502      7  3.2E-04  37.9 0/0 7D
   7178.44 |    7177.900$ Si I       939922462      5  2.3E-05  22.4 0/0 6A
+  7178.44 |    7178.580 [V  II]    1544609821     38  2.5E-05  -6.0 5/0 6A
   7178.45 |    7179.163  Fe II     1745962033      7  2.0E-02 -29.9 7/0 6A
   7178.44 |    7180.520$ Si I       939733015      6  2.4E-05 -87.0 0/0 8 
   7178.44 |    7180.650$ Si I       939731991      6  2.4E-05 -92.5 0/0 8 
   7178.45 | >  7181.232  Fe II     1745962034      7  2.0E-02-116.4 7/0 0<

Observed Line:  7188.61  1.3E-03  S/N:    14.62 FWHM:  44.4
   7184.77 |    7183.962  Si I       939652112    263  2.5E-05  33.9 5/0 8 
   7184.77 |    7184.000$ Cl I      1141190817      4  1.6E-07  32.3 0/0 8 
   7184.77 |    7184.000 [Fe IV]    1747996681     37  5.7E-05  32.0 4/1 7  7222.800  25.5
   7184.78 |    7184.100 [Cr IV]    1613765635     53  3.4E-05  28.5 4/0 8 
   7184.51 |    7183.880  Ca I      1342738592      6  5.0E-07  26.3 2/0 * 
   7184.77 |    7184.170  Mn I      1677866032      6  2.2E-07  25.2 6/0 9 
   7184.51 |    7183.910  Ca I      1342894331      6  4.7E-07  25.0 0/0 7 
   7184.51 |    7183.910  Ca I      1342793934      6  4.8E-07  25.0 0/0 7 
   7184.51 |    7183.910  Ca I      1342867691      6  4.8E-07  25.0 0/0 7 
   7184.78 |    7184.220  Cr II]    1611862135     22  4.8E-07  23.5 3/0 9 
   7184.77 |    7184.240  Fe I]     1745598652     23  2.9E-07  22.3 2/0 9 
   7184.51 |    7183.990  Ca I      1342878962      6  4.7E-07  21.7 0/0 7 
   7184.51 |    7184.000  Ca I      1342725262      6  5.1E-07  21.3 0/0 7 
   7184.77 |    7184.380  Cr I      1611192579      6  3.4E-07  16.4 8/0 8 
   7184.78 |    7184.420  Cr II     1612056825      6  2.1E-06  15.2 5/0 7 
   7184.78 |    7184.420$ Ni II     1880509656      6  3.1E-06  15.2 0/0 5 
+  7184.51 |    7184.250  Ca I      1342834911      6  4.8E-07  10.8 0/0 5 
+  7184.51 |    7184.340  Ca I      1342883060      6  4.7E-07   7.1 0/0 5 
+  7184.51 |    7184.380  Ca I      1342836960      6  4.8E-07   5.4 0/0 4B
+  7184.77 |    7184.702  Fe I]     1745258622     24  5.0E-07   2.9 6/0 6 
+  7184.51 |    7184.445* Ca I      1342849253      6  4.8E-07   2.7 0/0 4B
+  7184.77 |    7184.900  C  IV      405862437      5  3.8E-06  -5.6 0/0 3A
+  7184.51 |    7184.665* Ca I      1342824668      6  4.8E-07  -6.5 0/0 4B
+  7184.77 |    7184.950  Cr I      1611114661      6  3.9E-07  -7.4 */1 6  7028.480 -29.2
+  7184.51 |    7184.730  Ca I      1342890233      6  4.7E-07  -9.2 0/0 5 
+  7184.77 |    7185.000$ Cl I      1141189794      4  1.6E-07  -9.5 0/0 5 
+  7184.77 |    7185.000$ Cl I      1141190818      4  1.6E-07  -9.5 0/0 5 
+  7184.77 |    7185.000$ Cl I      1141195962      4  1.6E-07  -9.5 0/0 5 
+  7184.77 |    7185.000$ Cl I      1141195963      4  1.6E-07  -9.5 0/0 5 
+  7184.77 |    7185.000$ Cl I      1141196986      4  1.6E-07  -9.5 0/0 5 
+  7184.77 |    7185.000$ Cl I      1141196987      4  1.6E-07  -9.5 0/0 5 
+  7184.51 |    7184.755* Ca I      1342769345      6  4.9E-07 -10.3 0/0 5 
+  7184.51 |    7184.770  Ca I      1342856424      6  4.8E-07 -10.9 0/0 5 
+  7184.78 |    7185.070  Fe II]    1746298130     22  3.1E-06 -12.0 1/0 5 
   7184.51 |    7184.890  Ca I      1342893307      6  4.7E-07 -15.9 0/0 6 
   7184.77 |    7185.188$ Cl I      1140944907      7  1.6E-07 -17.3 0/0 6 
   7184.51 |    7184.960  Ca I      1342858473      6  4.8E-07 -18.8 0/0 6 
   7184.51 |    7184.970  Ca I      1342833887      6  4.8E-07 -19.2 0/0 6 
   7184.77 |    7185.310  Ne III     673397958    262  7.8E-07 -22.7 4/0 9 
   7184.51 |    7185.105* Ca I      1342871790      6  4.8E-07 -24.9 0/0 7 
   7184.77 |    7185.400$ O  III     539142275      5  5.6E-06 -26.5 0/0 7 
   7184.51 |    7185.180  Ca I      1342904576      6  4.7E-07 -28.0 0/0 8 
   7184.77 |    7185.500  Ne III     673398983    262  7.8E-07 -30.7 4/0 * 
   7184.77 |    7185.569  Fe I]     1745442976     24  3.5E-07 -33.2 */1 9  7016.353 -17.9
   7184.77 |    7185.577$ Fe I      1745544371      7  2.8E-05 -33.6 0/0 6 
   7184.51 |    7185.350 [Cr I]     1610626053     38  5.4E-06 -35.1 5/0 9 
   7184.51 |    7185.390  Ca I      1342882036      6  4.7E-07 -36.8 0/0 8 
   7184.77 |    7185.687$ Cl I      1140946956      7  1.6E-07 -38.2 0/0 8 
   7184.51 |    7185.440* Ca I      1342784714      6  4.8E-07 -38.8 0/0 8 
   7184.51 |    7185.450  Ca I      1342801105      6  4.8E-07 -39.3 0/0 8 
   7184.77 |    7185.718$ Fe I      1745593530      7  2.7E-05 -39.5 0/0 6 
   7184.77 |    7185.760  O  III     539132011    262  5.6E-06 -41.5 5/0 9 
   7184.78 |    7185.821  Fe II]    1745996879     23  1.6E-04 -43.3 4/0 8 
   7184.78 |    7185.870  Mn II]    1678898264     22  3.9E-07 -45.4 1/0 9 
   7184.77 |    7185.900  O  II      538156172    261  2.8E-06 -47.4 1/0 8 
   7184.77 |    7185.934$ Cl I      1140967444      7  1.6E-07 -48.5 0/0 8 
   7184.78 |    7185.950$ Ni II     1880501463      6  3.1E-06 -48.7 0/0 7 
   7184.51 |    7185.680* Ca I      1342870766      6  4.8E-07 -48.8 0/0 8 
   7184.51 |    7185.730  Ca I      1342903552      6  4.7E-07 -50.9 0/0 8 
   7184.77 |    7186.010  Cr I      1611050110      6  4.4E-07 -51.6 */0 * 
   7184.51 |    7185.910* Ca I      1342756021      6  4.9E-07 -58.5 0/0 8 
   7184.51 |    7185.950  Ca I      1342892283      6  4.7E-07 -60.1 0/0 8 
   7184.51 |    7185.980  Ca I      1342889209      6  4.7E-07 -61.4 0/0 8 
   7184.77 |    7186.306  Fe I]     1745421468     24  3.6E-07 -64.0 4/1 9  7290.547 -46.9
   7184.77 |    7186.315$ Ni I      1879303237      7  1.5E-06 -64.4 0/0 8 
   7184.78 | >  7186.340  Fe II     1746297107      6  1.6E-04 -65.0 2/0 0<

Observed Line:  7202.62  5.4E-04  S/N:    10.56 FWHM:  33.8
   7198.79 |    7197.830  Mn II]    1678888022     22  4.1E-07  39.8 1/0 9 
   7198.78 |    7197.830  P  I      1006762002      6  1.5E-07  39.4 8/0 * 
   7198.79 |    7197.880 [Cr III]   1612778557     54  7.8E-06  37.7 0/0 6 
   7198.51 |    7197.870  Ca I      1342904584      6  4.7E-07  26.8 0/0 8 
   7198.51 |    7197.870  Ca I      1342878969      6  4.7E-07  26.8 0/0 8 
   7198.77 |    7198.140  Ne III     673319015    262  7.8E-07  26.2 5/0 8 
   7198.51 |    7197.950  Ca I      1342889216      6  4.7E-07  23.4 0/0 7 
   7198.79 |    7198.290  Cr II     1612198220      6  1.3E-06  20.7 */0 8 
   7198.51 |    7198.050  Ca I      1342900487      6  4.7E-07  19.3 0/0 6 
   7198.78 |    7198.360  Cr I      1611050115      6  4.4E-07  17.3 7/1 7  7169.840  19.7
   7198.51 |    7198.105* Ca I      1342832869      6  4.8E-07  17.0 0/0 6 
   7198.51 |    7198.170  Ca I      1342800086      6  4.8E-07  14.3 0/0 6 
   7198.51 |    7198.190  Ca I      1342820575      6  4.8E-07  13.4 0/0 6 
+  7198.78 |    7198.541$ Fe I      1745548469      7  2.8E-05   9.8 0/0 3A
+  7198.51 |    7198.360  Ca I      1342891266      6  4.7E-07   6.3 0/0 4B
+  7198.51 |    7198.360  Ca I      1342764224      6  4.9E-07   6.3 0/0 4B
+  7198.51 |    7198.360  Ca I      1342882043      6  4.7E-07   6.3 0/0 4B
+  7198.51 |    7198.420  Ca I      1342903560      6  4.7E-07   3.8 0/0 4B
+  7198.51 |    7198.450  Ca I      1342841064      6  4.8E-07   2.6 0/0 4B
+  7198.51 |    7198.450  Ca I      1342840040      6  4.8E-07   2.6 0/0 4B
+  7198.77 |    7198.940  Ne III     673397959    262  7.8E-07  -7.2 6/0 6 
+  7198.51 |    7198.720  Ca I      1342899463      6  4.7E-07  -8.7 0/0 5 
+  7198.51 |    7198.820  Ca I      1342848235      6  4.8E-07 -12.8 0/0 5 
   7198.51 |    7198.850  Ca I      1342867700      6  4.8E-07 -14.1 0/0 6 
   7198.51 |    7198.900* Ca I      1342831845      6  4.8E-07 -16.2 0/0 6 
   7198.51 |    7198.965* Ca I      1342852334      6  4.8E-07 -18.9 0/0 6 
   7198.51 |    7198.980  Ca I      1342877945      6  4.7E-07 -19.5 0/0 6 
   7198.51 |    7199.020  Ca I      1342902536      6  4.7E-07 -21.2 0/0 7 
   7198.79 |    7199.490$ Ni II     1880500439      6  3.1E-06 -29.4 0/0 7 
   7198.77 |    7199.500  O  II      538126429    261  2.8E-06 -30.5 2/0 9 
   7198.79 |    7199.540  Fe II]    1746297101     22  3.0E-06 -31.4 5/0 9 
   7198.51 |    7199.270  Ca I      1342881019      6  4.7E-07 -31.6 0/0 8 
   7198.78 |    7199.550$ Si I       939914270      6  2.3E-05 -32.3 0/0 6 
   7198.51 |    7199.320  Ca I      1342888192      6  4.7E-07 -33.7 0/0 8 
   7198.78 |    7199.620 [V  II]    1544619052     54  1.7E-05 -35.2 1/0 7 
   7198.79 |    7199.700 [V  III]   1545628691     37  3.8E-06 -38.1 3/0 9 
   7198.78 |    7199.736$ Ni I      1879327823      7  1.4E-06 -40.0 0/0 7 
   7198.51 |    7199.480* Ca I      1342851311      6  4.8E-07 -40.3 0/0 8 
   7198.78 |    7199.773$ Fe I      1745632446      7  2.7E-05 -41.6 0/0 6 
   7198.78 |    7199.789  Fe I      1745289349      8  3.3E-05 -42.2 4/1 7  7029.131 -57.0
   7198.51 |    7199.540  Ca I      1342890242      6  4.7E-07 -42.8 0/0 8 
   7198.51 |    7199.585  Ca I]     1342247946     23  7.7E-08 -44.7 0/0 8 
   7198.51 |    7199.610  Ca I      1342901512      6  4.7E-07 -45.7 0/0 8 
   7198.79 |    7199.920  Cr II]    1611860086     22  4.9E-07 -47.3 4/1 9  6988.240 -34.8
   7198.79 |    7200.090$ Ni II     1880503512      6  3.1E-06 -54.3 0/0 7 
   7198.78 |    7200.100 [V  II]    1544610846     38  2.5E-05 -55.2 5/0 8 
   7198.51 |    7199.860  Ca I      1342808282      6  4.8E-07 -56.2 0/0 8 
   7198.77 |    7200.200$ O  III     539148423      5  5.6E-06 -59.7 0/0 7 
   7198.51 |    7199.990  Ca I      1342742702      6  4.9E-07 -61.6 0/0 8 
   7198.51 |    7200.015* Ca I      1342738601      6  5.0E-07 -62.6 0/0 8 
   7198.51 |    7200.020  Ca I      1342871799      6  4.8E-07 -62.8 0/0 8 
   7198.79 |    7200.300  Si II      940648474    261  6.3E-05 -63.1 2/0 8 
   7198.79 | >  7200.844  Fe II     1746041954      7  3.1E-03 -85.8 5/0 0<

Observed Line:  7227.28  4.5E-04  S/N:     2.66 FWHM:  42.3
+  7223.42 |    7223.176 [Fe II]    1745925134     55  1.2E-01  10.2 3/0 4A
   7223.42 |    7224.240  C  I       402756630    262  1.9E-04 -34.0 0/0 5B
   7223.43 |    7224.487  Fe II     1745966130      7  2.0E-02 -43.8 7/1 6C 7308.073 -38.8
   7223.43 |    7226.110  Fe II     1746302230      6  1.5E-04-111.2 9/0 *D
   7223.42 | >  7228.696  Fe I      1744944161      8  1.2E-04-218.9 6/0 0<

Observed Line:  7241.82  2.5E-04  S/N:     1.22 FWHM:  23.7
+  7237.96 |    7237.020  S  II     1074826262    262  2.8E-05  39.2 9/0 6 
+  7237.96 |    7237.170  C  II      403717133    262  5.9E-04  32.9 2/0 5D
+  7237.95 |    7237.190  C  I       402789399    262  1.9E-04  31.7 0/0 3A
+  7237.96 |    7237.370$ Ni II     1880728845      6  3.0E-06  24.7 0/0 5D
+  7237.95 |    7237.400 [Ar IV]    1211110403     37  3.4E-05  22.7 2/0 6 
+  7237.95 |    7237.873$ Fe I      1745633471      7  2.7E-05   3.4 0/0 3A
+  7237.96 |    7237.941  Fe II]    1746116770     23  2.3E-05   1.0 4/0 5D
+  7237.96 |    7237.950  Ni II     1880435894      6  3.2E-06   0.6 2/0 6 
+  7237.96 |    7238.010  Cr II     1612216657      6  1.3E-06  -1.9 4/2 3A 7111.460  -4.5 7170.570 -10.4
+  7237.96 |    7238.300  Ni II     1880325263      6  3.6E-06 -13.9 4/0 6 
+  7237.96 |    7238.540  Ni II     1880492229      6  3.2E-06 -23.8 3/0 7 
+  7237.69 |    7238.290 [Ti I]     1476412418     54  2.5E-06 -24.9 7/0 7 
   7237.95 |    7239.068$ Ni I      1879294020      7  1.5E-06 -46.2 0/0 6 
   7237.95 |    7239.192  Fe I]     1745159288     24  6.5E-07 -51.3 8/0 8 
   7237.96 |    7239.520  Cr II]    1611741227     22  6.6E-06 -64.4 9/0 7 
   7237.96 |    7239.560  Fe II]    1746140350     22  1.3E-05 -66.1 5/1 6  7413.053 -56.7
   7237.96 |    7239.600$ Ni II     1880728843      6  3.0E-06 -67.8 0/0 7 
   7237.95 |    7240.000  Si XI      950090823    259  2.1E-06 -85.1 0/0 7 
   7237.95 |    7240.220  Fe I      1745471652      8  2.9E-05 -93.9 7/0 9 
   7237.95 |    7240.665$ Fe I      1745551543      7  2.8E-05-112.3 0/0 7 
   7237.96 |    7240.860  Ni II     1880488133      6  3.2E-06-120.0 4/0 * 
   7237.95 |    7240.859$ Fe I      1745599677      7  2.7E-05-120.4 0/0 7 
   7237.95 |    7240.880  Cr I      1610841172      6  6.9E-07-121.2 5/0 * 
   7237.96 |    7241.120  Ni II     1880722710      6  3.0E-06-130.7 1/0 9 
   7237.95 |    7241.320  C  I       402755606    262  1.9E-04-139.4 0/0 6 
   7237.95 |    7241.390  Ne III     673330286    262  7.8E-07-142.6 5/0 * 
   7237.95 |    7241.760  Cr I      1610739746      6  1.2E-06-157.7 4/0 * 
   7237.95 |    7242.000  Ne V       675362887    260  1.9E-06-167.9 2/0 * 
   7237.95 |    7242.000  O  III     539139201    260  5.6E-06-167.9 2/0 * 
   7237.96 |    7242.020  Fe II]    1746248937     22  5.6E-06-168.0 9/1 9  7226.990-147.7
   7237.95 |    7242.080  Fe I      1745325197      8  3.1E-05-170.9 4/0 9 
   7237.96 |    7242.120  Fe II]    1746415956     22  1.6E-06-172.1 1/0 9 
   7237.95 |    7242.127  Fe I      1745492143      8  2.8E-05-172.9 4/0 9 
   7237.95 |    7242.230$ Si I       939771931      6  2.4E-05-177.1 0/0 7 
   7237.95 |    7242.500  S  I      1073823755    262  8.7E-06-188.3 5/0 9 
   7237.96 |    7242.530  Fe II]    1746253035     22  5.4E-06-189.1 9/0 * 
   7237.95 |    7242.553$ Si I       939649040      7  2.5E-05-190.5 0/0 7 
   7237.96 |    7242.860$ Ni II     1880603934      6  3.1E-06-202.8 0/0 8 
   7237.95 |    7242.860* Ne III     673339511    262  7.8E-07-203.5 0/0 8 
   7237.96 |    7242.960  Cr II     1612202320      6  1.3E-06-206.9 5/0 * 
   7237.96 |    7242.970  Fe II     1746430282      6  1.1E-04-207.3 5/0 8 
   7237.95 |    7243.100$ Ni I      1879333969      7  1.4E-06-213.1 0/0 8 
   7237.95 |    7243.110  S  I      1073821707    262  8.7E-06-213.6 5/0 9 
   7237.95 |    7243.170  Fe III    1747064928    262  2.5E-05-216.3 4/0 9 
   7237.96 |    7243.260$ Ni II     1880724740      6  3.0E-06-219.3 0/0 8 
   7237.96 | >  7246.038  Fe II     1746172110      7  3.9E-04-334.2 5/0 0<

Observed Line:  7258.34  9.4E-03  S/N:    28.72 FWHM:  36.6
   7237.96 | >  7246.038  Fe II     1746172110      7  3.9E-04-334.2 5/0 0<

Observed Line:  7267.74  7.9E-04  S/N:     8.15 FWHM:  40.5
   7263.87 |    7263.088  Fe II     1746172111      7  3.9E-04  32.3 4/0 8D
   7263.85 |    7263.140  C  VI      408015984      6  7.6E-06  29.5 0/0 8D
   7263.86 |    7263.215$ Fe I      1745634496      7  2.7E-05  26.7 0/0 7B
   7263.87 |    7263.278  Fe II     1746170051      7  4.1E-04  24.5 1/0 6A
   7263.87 |    7264.470$ Ni II     1880444099      6  3.2E-06 -24.7 0/0 7B
   7263.87 |    7264.500 [Mn III]   1679850521     53  4.4E-05 -26.0 2/0 8D
   7263.86 |    7264.792  Fe I      1745342610      8  3.0E-05 -38.5 7/0 * 
   7263.60 |    7264.530 [Cr I]     1610628102     54  5.4E-06 -38.6 7/1 9  7185.350 -35.1
   7263.87 |    7264.924  Fe II     1746040931      7  3.2E-03 -43.5 5/0 8D
   7263.86 |    7264.990$ Si I       939876382      6  2.3E-05 -46.6 0/0 8D
   7263.85 |    7265.190  Fe III    1747104892    262  7.6E-06 -55.2 0/0 8D
   7263.85 |    7265.300 [Fe IV]    1747996683     37  5.7E-05 -59.7 5/0 9 
   7263.87 | >  7265.640  Fe II     1746120866      6  8.1E-04 -73.0 2/0 0<

Observed Line:  7285.11  6.0E-03  S/N:    20.61 FWHM:  39.1
   7281.22 |    7281.635 [Fe II]    1745906700     39  1.9E-01 -17.0 5/0 5A
   7281.23 |    7282.323  Fe II     1746022493      7  3.5E-03 -45.0 4/0 9B
   7281.23 | >  7282.828  Fe II]    1746068586     23  6.2E-05 -65.8 4/0 0<

Observed Line:  7293.30  1.8E-03  S/N:     3.26 FWHM:  68.6
   7289.41 |    7288.463 [Fe II]    1745939483     39  4.9E-02  38.8 2/0 7C
+  7289.41 |    7288.966 [Fe II]    1745926160     55  1.1E-01  18.1 4/1 4A 7223.176  10.2
+  7289.42 |    7289.046  Fe II     1745961009      7  2.0E-02  15.3 7/0 5B
   7289.14 |    7291.470 [Ca II]    1343228929     54  6.0E-04 -95.9 1/0 8D
   7289.42 | >  7293.840 [Cr III]   1612749850     38  1.6E-04-181.9 4/0 0<

Observed Line:  7311.02  5.8E-04  S/N:     4.35 FWHM:  31.4
   7307.13 |    7306.559  N  I       469857303    263  6.4E-05  23.4 3/0 8 
   7307.12 |    7306.562  Fe I      1745054811      8  5.0E-05  22.8 3/1 7  7288.736  27.6
+  7307.13 |    7307.090 [Cr III]   1612752928     54  8.9E-05   1.6 */0 5A
+  7307.12 |    7307.155  Fe I      1745342611      8  3.0E-05  -1.5 7/1 5A 7488.484   6.3
+  7307.13 |    7307.400$ Ne I       671301648      5  6.0E-05 -11.2 0/0 5A
   7307.12 |    7307.650 [Ni II]    1880109061     38  8.5E-03 -21.9 3/1 5A 6700.240 -16.9
   7307.12 |    7307.931  Fe I      1745046617      8  5.1E-05 -33.4 6/2 6  7443.022 -26.1 7501.271 -49.8
   7307.13 |    7308.073  Fe II     1745965105      7  2.0E-02 -38.8 8/1 7  7224.487 -43.8
   7307.12 |    7308.330$ Si I       939863070      6  2.3E-05 -49.8 0/0 8 
   7307.13 | >  7310.216  Fe II     1745965106      7  2.0E-02-126.7 8/0 0<

Observed Line:  7323.79  1.2E-01  S/N:    21.81 FWHM:  40.6
   7319.89 |    7318.920 [O  II]     537924610     54  7.6E-01  39.8 3/0 8B
+  7319.89 |    7319.990 [O  II]     537923586     38  7.7E-01  -4.1 2/0 4A
   7319.89 |    7320.654  Fe II     1745965107      7  2.0E-02 -31.3 7/0 9C
   7319.88 | >  7321.860 [V  II]    1544582151     38  9.9E-05 -81.1 7/0 0<

Observed Line:  7334.11  7.3E-02  S/N:    26.08 FWHM:  35.5
   7330.21 |    7329.660 [O  II]     537924611     38  7.6E-01  22.3 2/0 7B
+  7330.20 |    7330.218 [Fe II]    1745934355     55  7.4E-02  -0.9 2/0 5A
   7330.21 |    7330.730 [O  II]     537923587     38  7.7E-01 -21.5 2/0 7B
   7330.21 | >  7332.460  Fe II     1746300180      6  1.6E-04 -92.2 6/0 0<

Observed Line:  7381.78  3.8E-03  S/N:    39.65 FWHM:  30.2
   7377.85 |    7377.290 [Cr III]   1612749853     54  1.6E-04  22.8 4/0 8C
+  7377.85 |    7377.740  Fe II     1746406733      6  1.1E-04   4.5 1/0 5B
+  7377.84 |    7377.830 [Ni II]    1880103937     38  2.4E-02   0.4 1/1 0A 7411.610   1.3
   7377.84 |    7378.490$ Fe I      1745595584      7  2.7E-05 -26.5 0/0 8C
   7377.85 |    7378.513  N  I       469840918    263  6.5E-05 -27.0 1/0 9 
   7377.84 |    7378.560  Fe I      1745481902      8  2.9E-05 -29.3 4/0 * 
   7377.85 | >  7380.280 [Cr III]   1612752929     54  8.9E-05 -98.8 */0 0<

Observed Line:  7415.60  1.6E-03  S/N:    25.15 FWHM:  28.1
   7411.64 |    7411.153  Fe I      1745072228      8  4.8E-05  19.8 */2 6C 7288.736  27.6 7306.562  22.8
+  7411.65 |    7411.390  Fe II     1746319664      6  1.3E-04  10.6 4/0 7 
+  7411.64 |    7411.610 [Ni II]    1880104962     38  2.0E-02   1.3 1/1 0A 7377.830   0.4
+  7411.64 |    7411.864  Fe I      1745679562      8  2.7E-05  -9.0 1/0 6C
+  7411.64 |    7411.879  Fe I      1745440931      8  2.9E-05  -9.6 2/0 7 
+  7411.64 |    7411.900 [V  II]    1544577027     38  1.3E-04 -10.4 7/1 5B 7468.520  -6.4
   7411.65 | >  7414.387  Fe II     1746038880      7  3.3E-03-110.6 6/0 0<

Observed Line:  7427.80  9.1E-04  S/N:     5.82 FWHM:  31.2
   7423.85 |    7422.948  Fe II]    1745958960     23  6.6E-04  36.3 3/0 8 
   7423.83 |    7422.960  Fe I      1745477806      8  2.9E-05  35.4 7/0 9 
   7423.85 |    7423.190  Fe II     1746121894      6  7.8E-04  26.5 3/0 7 
+  7423.85 |    7423.641  N  I       469784582    263  9.2E-05   8.3 2/2 3A 7468.312   2.4 7442.298   3.6
+  7423.83 |    7423.680  S  I      1073858576    262  8.6E-06   6.3 1/0 5 
+  7423.85 |    7423.820$ Ni II     1880595744      6  3.1E-06   1.0 0/0 4B
+  7423.85 |    7423.900  Cr II     1612084511      6  1.8E-06  -2.2 4/0 6 
+  7423.85 |    7423.920$ Ni II     1880663347      6  3.1E-06  -3.0 0/0 4B
+  7423.85 |    7423.980$ Ni II     1880594720      6  3.1E-06  -5.4 0/0 4B
+  7423.83 |    7424.000  S  I      1073901632      4  8.2E-06  -6.7 2/0 6 
+  7423.83 |    7424.000 [Cr II]    1611723796     54  5.2E-04  -6.7 4/0 4B
   7423.85 |    7424.270$ Ni II     1880682756      6  3.0E-06 -17.1 0/0 6 
   7423.85 |    7424.350$ Ni II     1880688909      6  3.0E-06 -20.4 0/0 6 
   7423.85 |    7424.780$ Ni II     1880503513      6  3.1E-06 -37.8 0/0 8 
   7423.85 |    7424.830  Ni II     1880256603      6  5.4E-06 -39.8 1/0 9 
   7423.83 |    7424.961$ Si I       939619343      7  2.6E-05 -45.5 0/0 7 
   7423.85 |    7425.090  Fe II     1746081907      6  1.4E-03 -50.3 2/0 8 
   7423.85 |    7425.294$ Ar I      1208023053      8  1.9E-06 -58.5 0/0 8 
   7423.85 |    7425.420$ Ni II     1880659249      6  3.1E-06 -63.6 0/0 8 
   7423.85 |    7425.550$ Ni II     1880595743      6  3.1E-06 -68.9 0/0 8 
   7423.85 | >  7425.830 [Fe III]   1746982950     54  1.7E-03 -80.2 6/0 0<

Observed Line:  7446.35  2.8E-03  S/N:    18.34 FWHM:  39.9
   7442.38 |    7441.625$ Fe I      1745663175      7  2.7E-05  30.3 0/0 6 
   7442.10 |    7441.400  Ca I      1342742784      6  4.9E-07  28.3 0/0 8 
   7442.38 |    7441.710$ Si I       939715609      6  2.4E-05  26.8 0/0 6 
   7442.39 |    7441.740$ Ni II     1880662322      6  3.1E-06  26.1 0/0 7 
   7442.10 |    7441.490  Ca I      1342769515      6  4.9E-07  24.7 0/0 7 
   7442.39 |    7441.800 [Mn III]   1679904842     53  3.7E-07  23.6 3/0 9 
   7442.39 |    7441.800 [Co III]   1814092832     37  1.7E-06  23.6 4/0 8 
   7442.10 |    7441.520  Ca I      1342774691      6  4.8E-07  23.5 0/0 7 
   7442.38 |    7441.797  Fe I      1745257604      8  3.4E-05  23.3 8/0 7 
   7442.10 |    7441.570  Ca I      1342770550      6  4.9E-07  21.5 0/0 7 
   7442.39 |    7441.880  Cr II]    1611762749     22  4.1E-06  20.4 3/0 8 
   7442.10 |    7441.640  Ca I      1342755106      6  4.9E-07  18.7 0/0 6 
   7442.10 |    7441.730  Ca I      1342773668      6  4.8E-07  15.0 0/0 6 
   7442.37 |    7442.000  N  III     471961680      4  7.2E-07  14.8 0/0 6 
+  7442.10 |    7441.800  Ca I      1342603279      6  1.8E-06  12.2 0/0 4D
+  7442.10 |    7441.900  Ca I      1342775727      6  4.8E-07   8.2 0/0 5 
+  7442.10 |    7441.920  Ca I      1342767463      6  4.9E-07   7.4 0/0 5 
+  7442.38 |    7442.210$ Si I       939714585      6  2.4E-05   6.7 0/0 3B
+  7442.10 |    7441.960  Ca I      1342758197      6  4.9E-07   5.8 0/0 4D
+  7442.10 |    7441.980  Ca I      1342766427      6  4.9E-07   5.0 0/0 4D
+  7442.38 |    7442.270  Mn I      1678220498      6  1.2E-07   4.3 3/0 6 
+  7442.39 |    7442.298  N  I       469784583    263  9.2E-05   3.6 2/2 1A 7468.312   2.4 7423.641   8.3
+  7442.39 |    7442.330  Si III     941676583    262  2.3E-07   2.3 1/0 5 
+  7442.10 |    7442.090  Ca I      1342565389      6  1.8E-06   0.5 1/0 4D
